"","Player","G","GS","MP","FG","FGA","FG%","2P","2PA","2P%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","school"
"112","Micah Burno",7,0,1,0.1,0.1,1,0.1,0.1,1,0,0,NA,0,0,NA,0,0.3,0.3,0,0,0,0.1,0.1,0.3,"https://www.sports-reference.com/cbb/schools/arizona-state/2022.html"
"113","John Olmsted",13,0,2.8,0.2,0.5,0.286,0.2,0.3,0.5,0,0.2,0,0,0,NA,0.1,0.5,0.6,0.2,0,0.1,0.1,0.4,0.3,"https://www.sports-reference.com/cbb/schools/arizona-state/2022.html"
"114","Bobby Hurley",6,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"https://www.sports-reference.com/cbb/schools/arizona-state/2022.html"
"115","Austin Ronzone",3,0,1,0,0.7,0,0,0.3,0,0,0.3,0,0,0,NA,0,0.3,0.3,0,0,0,0,0,0,"https://www.sports-reference.com/cbb/schools/arizona-state/2022.html"
"116","Spencer Jones",31,31,26.6,4.4,9.3,0.474,2.4,3.9,0.607,2,5.3,0.376,1.3,1.7,0.75,1.7,2.8,4.5,1.1,0.9,0.6,1.5,2.6,12,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"117","Harrison Ingram",32,30,31.1,3.7,9.6,0.388,2.6,6,0.432,1.1,3.6,0.313,2,3,0.663,1.8,4.9,6.7,3,0.9,0.3,2.3,1.7,10.5,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"118","Jaiden Delaire",32,26,23.6,3.4,7.9,0.425,2.7,5.9,0.46,0.7,2,0.323,2.7,4.1,0.662,1.3,2.7,4,1.1,0.6,0.4,2.2,1.8,10.1,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"119","Brandon Angel",32,0,19.9,2.7,5.7,0.47,1.8,3.1,0.566,0.9,2.6,0.357,1.4,1.8,0.804,0.8,2.2,2.9,0.7,0.3,0.1,1.1,2.1,7.7,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"120","Michael O'Connell",31,30,26.5,2.8,7.4,0.376,2,4.7,0.425,0.8,2.7,0.289,0.7,1.3,0.575,0.3,2.4,2.7,3.6,1,0,2,1.7,7.1,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"121","James Keefe",30,24,20.4,2.1,3.5,0.6,2.1,3.5,0.606,0,0,0,1.1,1.9,0.607,1.9,2.9,4.8,0.7,0.4,0.4,0.7,1.7,5.3,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"122","Maxime Raynaud",29,5,12,1.8,3.4,0.541,1.4,2.5,0.583,0.4,0.9,0.423,0.5,0.9,0.538,1.2,2.6,3.8,0.8,0.2,0.2,1.1,1.4,4.5,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"123","Noah Taitz",14,0,14.2,1.6,4.1,0.379,0.4,1.5,0.286,1.1,2.6,0.432,0.2,0.4,0.5,0.1,1.4,1.6,0.7,0.4,0,0.8,1,4.5,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"124","Isael Silva",32,1,13.9,1.3,3.2,0.396,0.7,2,0.333,0.6,1.2,0.5,0.4,0.6,0.632,0.2,0.9,1.1,1.2,0.6,0.1,1.6,1.5,3.5,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"125","Lukas Kisunas",29,3,8.7,0.9,1.4,0.634,0.9,1.4,0.634,0,0,NA,0.6,1.2,0.529,0.9,1.6,2.4,0.3,0.1,0.2,0.8,1.4,2.4,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"126","Max Murrell",32,5,9.9,0.8,2.7,0.302,0.4,0.9,0.433,0.4,1.8,0.232,0.4,0.5,0.706,0.3,0.8,1.1,0.4,0.2,0.4,0.5,0.8,2.4,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"127","Neal Begovich",4,0,2.8,0.3,0.5,0.5,0.3,0.3,1,0,0.3,0,0,0,NA,0,0.3,0.3,0,0,0,0,0.5,0.5,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"128","Sam Beskind",29,4,6.2,0.1,0.7,0.211,0.1,0.3,0.3,0,0.3,0.111,0.1,0.1,1,0.1,0.5,0.6,0.3,0.3,0,0.4,0.8,0.4,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"129","Daniel Begovich",5,1,2,0,0.6,0,0,0,NA,0,0.6,0,0,0,NA,0,0.2,0.2,0,0.2,0,0.2,0,0,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"130","Jarvis Moss",5,0,2.6,0,1.4,0,0,0.4,0,0,1,0,0,0,NA,0,0.2,0.2,0.2,0,0,0.2,0.2,0,"https://www.sports-reference.com/cbb/schools/stanford/2022.html"
"131","Jordan Shepherd",32,32,32.8,5,12.9,0.386,3.9,9.2,0.425,1.1,3.8,0.292,3.5,4.5,0.79,0.3,2.6,2.9,2.3,1.2,0.4,2.1,1.9,14.6,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"132","Andre Kelly",21,21,30.2,5.8,9.6,0.607,5.7,9.4,0.609,0.1,0.2,0.5,1.7,2.5,0.692,2,6.5,8.4,0.8,0.5,0.6,1.1,2.8,13.4,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"133","Grant Anticevich",32,29,31.5,3.8,10.3,0.375,2.5,6.1,0.412,1.3,4.2,0.321,0.7,0.8,0.815,1.1,5.7,6.8,1,0.3,0.3,1.5,1.8,9.7,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"134","Jalen Celestine",31,16,25,2.9,6.9,0.416,1.9,4.1,0.468,1,2.8,0.341,0.8,1,0.806,0.8,2.3,3.1,0.9,0.5,0.1,1,2.4,7.5,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"135","Joel Brown",30,24,26.7,1.9,4.7,0.408,1.7,3.9,0.448,0.2,0.9,0.231,0.7,1.5,0.467,0.6,2.8,3.5,3.2,0.9,0.1,1.9,2.4,4.8,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"136","Kuany Kuany",30,16,17.1,1.5,3.6,0.413,1,2.1,0.484,0.5,1.6,0.319,1.3,1.7,0.769,0.7,1.7,2.4,0.5,0.6,0.5,0.8,2.2,4.8,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"137","Lars Thiemann",32,11,14.3,1.8,3.3,0.523,1.8,3.3,0.523,0,0,NA,1.2,1.5,0.755,1.1,2.3,3.4,0.5,0.3,0.5,0.9,1.5,4.7,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"138","Makale Foreman",31,4,12.9,1.5,4.2,0.354,0.8,1.5,0.543,0.7,2.7,0.25,0.5,0.5,0.824,0.2,0.7,0.9,0.8,0.4,0,0.5,0.6,4.1,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"139","Sam Alajiki",30,4,12.5,1,2.3,0.456,0.4,0.9,0.393,0.7,1.3,0.5,0.3,0.5,0.625,0.4,1.5,1.9,0.4,0.3,0.2,0.7,1,3.1,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"140","Dimitrios Klonaras",4,0,6.5,0.8,1.8,0.429,0.8,1.5,0.5,0,0.3,0,0,0,NA,0.3,0.8,1,0,0,0.3,0.3,0.5,1.5,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"141","Jarred Hyder",22,2,8.8,0.4,1.7,0.237,0.3,1,0.273,0.1,0.7,0.188,0.4,0.5,0.727,0,0.6,0.6,0.8,0.1,0,0.4,0.5,1.3,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"142","Obinna Anyanwu",24,0,4.9,0.4,1,0.391,0.4,0.8,0.45,0,0.1,0,0.2,0.3,0.5,0.7,0.6,1.3,0,0.1,0,0.2,0.8,0.9,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"143","Marsalis Roberson",17,0,5.5,0.3,0.9,0.313,0.3,0.6,0.455,0,0.3,0,0.1,0.2,0.25,0.5,0.5,1,0.5,0.2,0.1,0.5,0.7,0.6,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"144","Logan Alters",1,1,1,0,1,0,0,0,NA,0,1,0,0,0,NA,0,2,2,0,0,0,0,0,0,"https://www.sports-reference.com/cbb/schools/california/2022.html"
"145","Branden Carlson",24,23,26,5.3,10.5,0.51,4.6,8.2,0.566,0.7,2.3,0.309,2.3,2.8,0.818,1.6,4.3,6,1.1,0.3,1.6,1.5,1.8,13.6,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"146","Marco Anthony",28,27,29.4,3.3,8,0.413,2.9,6.8,0.424,0.4,1.2,0.353,2.1,3.1,0.659,2.6,4.4,7,2.1,0.6,0.5,1.5,1,9.1,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"147","Both Gach",30,9,23.7,2.9,6.9,0.415,1.9,3.7,0.518,0.9,3.2,0.295,2,2.5,0.803,0.3,2.2,2.6,2.2,0.7,0.2,2.1,1.6,8.7,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"148","David Jenkins Jr.",31,10,19.1,2.4,6.2,0.385,0.7,1.9,0.362,1.7,4.3,0.396,2,2.5,0.818,0,1.7,1.7,0.7,0.3,0.1,1,1.8,8.5,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"149","Lazar Stefanovic",31,18,25.1,2.6,7.1,0.362,1.5,3.7,0.412,1.1,3.5,0.308,1.3,1.5,0.833,0.7,2.1,2.8,1.3,0.4,0,1.4,2.4,7.5,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"150","Rollie Worster",31,30,28.7,2.8,7,0.404,2.2,5,0.435,0.7,2.1,0.328,1.2,1.5,0.804,0.4,4.2,4.5,3.1,0.9,0.3,1.6,2.4,7.5,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"151","Gabe Madsen",25,10,15.8,2.1,5.5,0.387,0.3,0.8,0.35,1.8,4.7,0.393,0.6,0.8,0.75,0.1,0.9,1,0.7,0.3,0.1,0.8,1.8,6.7,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"152","Dusan Mahorcic",13,2,14.4,1.8,4.4,0.421,1.8,4.4,0.421,0,0,NA,1.8,2.4,0.742,1,3.1,4.1,1.1,0.2,0.3,1.1,1.8,5.5,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"153","Riley Battin",31,21,17.1,1.5,4.4,0.346,0.9,2.2,0.412,0.6,2.2,0.279,0.7,0.9,0.821,1.2,1.9,3.1,1.2,0.4,0.1,0.9,1.5,4.4,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"154","Bostyn Holt",3,0,8.7,1,1.7,0.6,0.7,1,0.667,0.3,0.7,0.5,1.7,2,0.833,1,2,3,1.3,0.3,0.3,0.3,0.7,4,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"155","Lahat Thioune",28,5,11.2,1.5,2.5,0.609,1.5,2.5,0.609,0,0,NA,0.8,0.9,0.84,1.2,2.3,3.4,0.3,0.3,0.2,1.1,1.2,3.8,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"156","Jaxon Brenchley",27,0,10.6,1,2.1,0.464,0.9,1.6,0.571,0.1,0.5,0.143,0.6,0.9,0.6,0.5,0.7,1.3,0.7,0.5,0.1,0.3,0.9,2.6,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"157","Eli Ballstaedt",15,0,5.3,0.5,1.4,0.333,0.1,0.3,0.4,0.3,1.1,0.313,0.1,0.1,1,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.9,1.4,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"158","Harrison Creer",7,0,2.3,0.3,0.6,0.5,0.3,0.3,1,0,0.3,0,0.1,0.3,0.5,0.4,0.3,0.7,0.1,0,0,0,0,0.7,"https://www.sports-reference.com/cbb/schools/utah/2022.html"
"159","Jarod Lucas",31,31,33.7,4.4,10.6,0.415,2,4.5,0.453,2.4,6.1,0.386,2.4,2.7,0.871,0.6,1.7,2.3,1.2,0.8,0,1.1,1.4,13.5,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"160","Dashawn Davis",27,21,32.4,4.6,10,0.457,4.2,8.2,0.516,0.3,1.8,0.188,1.4,2.1,0.655,0.6,2.5,3.1,5.5,1.4,0.1,2.4,1.8,10.9,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"161","Warith Alatishe",28,20,24.5,4,7.7,0.523,3.9,7.2,0.537,0.2,0.5,0.333,0.8,1.9,0.396,1.8,3.4,5.1,1.4,1.1,0.8,1.7,2.4,9,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"162","Maurice Calloo",28,15,23.1,2.8,8.2,0.339,1.5,4.6,0.326,1.3,3.6,0.356,1.7,2.1,0.828,0.6,2.9,3.5,0.6,0.5,0,1.5,2.1,8.6,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"163","Roman Silva",30,27,20.5,2.9,5,0.573,2.9,5,0.573,0,0,NA,1.4,2,0.729,2.2,2.4,4.6,0.4,0.5,0.7,1.1,2.7,7.2,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"164","Glenn Taylor Jr.",30,12,22.3,2.3,4.7,0.482,1.8,3,0.593,0.5,1.7,0.28,1.9,2.5,0.784,0.6,2.2,2.8,1.3,0.8,0.2,1.2,2.1,6.9,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"165","Ahmad Rand",29,0,13.5,2.2,4.1,0.538,1.9,3.3,0.567,0.3,0.8,0.409,0.6,1.1,0.545,0.5,1.9,2.4,0.3,0.4,1.1,0.8,1.7,5.3,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"166","Dexter Akanno",29,17,19.5,1.8,4.8,0.374,1.1,2.5,0.438,0.7,2.3,0.303,0.6,0.9,0.692,0.3,1.8,2.1,0.8,0.3,0,1.1,1.6,4.9,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"167","Gianni Hunt",9,5,24.2,1.6,5.8,0.269,1.1,3.2,0.345,0.4,2.6,0.174,1.1,1.3,0.833,0.3,2.4,2.8,2.3,0.9,0,2.1,1.7,4.7,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"168","Rodrigue Andela",7,4,13.4,1.9,3.6,0.52,1.9,3.6,0.52,0,0,NA,0.9,0.9,1,1.1,1.7,2.9,0,0.1,0.4,1.4,1.1,4.6,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"169","Xzavier Malone-Key",12,1,10.1,1.4,3.5,0.405,1.2,2.3,0.5,0.3,1.2,0.214,0.7,0.9,0.727,0,1.3,1.3,0.6,0,0,0.5,1.4,3.8,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"170","Tre' Williams",18,2,15.5,1.2,3.5,0.349,1.1,2.2,0.487,0.2,1.3,0.125,0.4,0.9,0.438,0,1.6,1.6,1.2,0.4,0.2,1.1,1.7,3,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"171","Isaiah Johnson",16,0,5.8,0.6,1.3,0.429,0.6,1.3,0.429,0,0,NA,0.1,0.3,0.5,0.4,0.6,1.1,0.2,0.1,0.1,0.3,1.1,1.3,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"172","DyShawn Hobson",2,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,"https://www.sports-reference.com/cbb/schools/oregon-state/2022.html"
"173","Ochai Agbaji",39,39,35.1,6.6,13.9,0.475,4,7.4,0.534,2.6,6.5,0.407,2.9,3.9,0.743,0.8,4.2,5.1,1.6,0.9,0.6,2.1,1.7,18.8,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"174","Christian Braun",40,39,34.4,5.2,10.5,0.495,3.9,7.2,0.545,1.3,3.3,0.386,2.5,3.4,0.733,1.4,5.1,6.5,2.8,1,0.8,2,1.8,14.1,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"175","Jalen Wilson",37,27,29.4,4,8.7,0.461,3.2,5.6,0.569,0.8,3.1,0.263,2.2,3.1,0.722,1.6,5.8,7.4,1.8,0.9,0.4,1.3,2.2,11.1,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"176","David McCormack",40,37,21.9,3.8,7.4,0.508,3.8,7.3,0.512,0,0.1,0,3.1,4.1,0.756,3.1,3.9,7,0.9,0.6,0.8,1.6,2.2,10.6,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"177","Remy Martin",30,13,21.1,3.1,6.6,0.462,2.1,4.1,0.512,1,2.5,0.382,1.5,2,0.754,0.3,2.7,3,2.5,0.6,0.1,1.3,1.5,8.6,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"178","Dajuan Harris",40,39,29,2.2,5.2,0.427,1.7,3.6,0.472,0.5,1.6,0.323,0.5,0.6,0.792,0.4,1,1.4,4.2,1.5,0.3,1.5,2,5.4,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"179","Mitch Lightfoot",40,3,12.2,2,3,0.661,2,3,0.664,0,0.1,0.5,0.6,1.1,0.523,1.1,1.8,2.8,0.4,0.3,0.9,0.8,2.2,4.6,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"180","Jalen Coleman-Lands",39,1,8.2,1.3,2.8,0.468,0.5,1.1,0.5,0.8,1.7,0.448,0.3,0.4,0.75,0.3,0.5,0.7,0.3,0.2,0.1,0.5,0.9,3.7,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"181","Zach Clemence",24,0,4.9,0.6,1.7,0.375,0.4,0.8,0.5,0.3,0.9,0.273,0.6,1.2,0.483,0.7,1.1,1.8,0.4,0.3,0.3,0.3,0.9,2.1,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"182","Joseph Yesufu",34,0,9.3,0.8,2.4,0.338,0.5,1.1,0.421,0.3,1.2,0.262,0.2,0.3,0.7,0.2,0.7,0.9,1,0.3,0,0.5,1,2.1,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"183","Bobby Pettiford",14,0,8,0.6,1.1,0.533,0.6,0.9,0.667,0,0.2,0,0.2,0.3,0.75,0,0.9,0.9,0.9,0.2,0,0.7,0.4,1.4,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"184","KJ Adams Jr",37,1,4.8,0.4,0.7,0.52,0.4,0.6,0.542,0,0,0,0.3,0.5,0.6,0.5,0.3,0.8,0.3,0.1,0.2,0.2,0.5,1,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"185","Chris Teahan",16,1,2,0.3,0.8,0.333,0.1,0.1,0.5,0.2,0.6,0.3,0,0,NA,0,0.2,0.2,0.1,0,0,0.1,0.1,0.7,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"186","Michael Jankovich",10,0,1.8,0.2,0.7,0.286,0,0,NA,0.2,0.7,0.286,0,0,NA,0.1,0.1,0.2,0,0,0,0,0.3,0.6,"https://www.sports-reference.com/cbb/schools/kansas/2022.html"
"187","Adam Flagler",31,31,30.7,5,11.5,0.438,2.6,5.2,0.5,2.4,6.3,0.387,1.3,1.7,0.741,0.6,1.6,2.2,3,1.1,0.1,1.7,1.5,13.8,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"188","James Akinjo",32,32,33.1,4.6,12.1,0.383,3.3,7.7,0.433,1.3,4.3,0.295,3,3.6,0.835,0.4,2.4,2.8,5.8,2,0,3,1.6,13.5,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"189","LJ Cryer",19,3,25.9,4.6,9.7,0.476,1.9,3.9,0.486,2.7,5.8,0.468,1.5,1.9,0.778,0.1,1.4,1.5,1.7,0.8,0.1,1.7,1.3,13.5,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"190","Matthew Mayer",33,33,22.8,3.6,8.8,0.409,2.3,4.7,0.484,1.3,4.1,0.324,1.3,1.8,0.7,1.2,3.8,5,1,1.2,0.8,1,2.5,9.8,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"191","Kendall Brown",34,34,27,3.9,6.6,0.584,3.5,5.4,0.638,0.4,1.2,0.341,1.5,2.2,0.689,1.7,3.1,4.9,1.9,1,0.4,1.7,2.3,9.7,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"192","Jeremy Sochan",30,1,25.1,3.3,7,0.474,2.5,4.3,0.585,0.8,2.7,0.296,1.8,3,0.589,2,4.4,6.4,1.8,1.3,0.7,1.6,2.3,9.2,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"193","Jonathan Tchamwa Tchatchoua",25,0,20.8,3.5,5.2,0.677,3.3,4.7,0.701,0.2,0.5,0.462,1.1,1.4,0.771,2.2,4.6,6.8,0.7,0.7,0.4,1.2,2.3,8.4,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"194","Flo Thamba",34,34,20.5,2.3,4.2,0.545,2.3,4.2,0.545,0,0,NA,1.6,2.8,0.589,2.9,2.7,5.6,0.3,0.6,1,0.8,2.7,6.2,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"195","Dale Bonner",31,2,17.3,1.1,3.2,0.337,0.7,1.5,0.5,0.3,1.7,0.192,0.6,0.9,0.741,0.6,0.6,1.2,1.5,0.9,0.1,0.8,1.1,3.1,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"196","Dain Dainja",3,0,3,0.7,1.3,0.5,0.7,1.3,0.5,0,0,NA,0.7,1,0.667,0.7,0.3,1,0,0,0.3,0.7,0.3,2,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"197","Jordan Turner",13,0,6,0.7,2.3,0.3,0.3,0.7,0.444,0.4,1.6,0.238,0.2,0.5,0.5,0.7,0.8,1.5,0.4,0,0.1,0.1,0.2,2,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"198","Mitchell Paul",8,0,1.9,0.5,0.9,0.571,0.5,0.8,0.667,0,0.1,0,0.1,0.3,0.5,0.3,0.4,0.6,0,0.4,0,0,0.3,1.1,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"199","Zach Loveday",12,0,3.8,0.3,0.8,0.444,0.2,0.3,0.5,0.2,0.4,0.4,0.2,0.5,0.333,0.4,0.7,1.1,0.1,0.1,0.3,0.4,0.7,1,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"200","Kijana Love",6,0,1.7,0.2,0.7,0.25,0,0.3,0,0.2,0.3,0.5,0,0.2,0,0,0.3,0.3,0.2,0,0,0,0,0.5,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"201","Austin Sacks",7,0,1.9,0,0.4,0,0,0,NA,0,0.4,0,0,0,NA,0,0,0,0,0.1,0,0,0,0,"https://www.sports-reference.com/cbb/schools/baylor/2022.html"
"202","Bryson Williams",37,37,25.6,5.5,10.3,0.535,4.4,7.7,0.575,1.1,2.6,0.417,2,2.6,0.755,1.4,2.8,4.2,1.1,0.5,0.4,1.3,2.2,14.1,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"203","Terrence Shannon",26,20,25,3.5,7.6,0.455,2.2,4.3,0.509,1.3,3.3,0.384,2.2,2.8,0.784,0.5,2.1,2.6,2,0.8,0.2,2,1.6,10.4,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"204","Kevin McCullar",29,24,29.9,3.4,8.6,0.402,2.5,5.5,0.453,1,3.1,0.311,2.3,3.1,0.725,0.9,3.7,4.6,3.1,1.4,0.2,2,2.7,10.1,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"205","Kevin Obanor",37,37,26.1,3.6,7.8,0.467,2.3,3.9,0.597,1.3,3.9,0.336,1.5,1.9,0.761,1.6,3.9,5.5,0.5,0.3,0.4,1.1,1.7,10,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"206","Davion Warren",37,33,23.8,3.4,7.6,0.45,2.7,5.1,0.527,0.8,2.5,0.298,1.8,2.6,0.705,0.6,2.4,3.1,1.6,1.4,0.2,1.9,2.4,9.4,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"207","Adonis Arms",37,25,25.8,3.1,6.8,0.448,2.2,3.9,0.552,0.9,2.9,0.308,1.6,2.1,0.744,0.9,3.5,4.4,2.8,1,0.4,1.9,1.2,8.6,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"208","Marcus Santos-Silva",37,1,14.7,2,3.5,0.578,2,3.5,0.578,0,0,NA,0.7,1.5,0.482,1.6,2.4,4.1,0.9,0.7,0.8,1.3,1.8,4.7,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"209","Sardaar Calhoun",8,0,8,1,2.9,0.348,0.3,0.6,0.4,0.8,2.3,0.333,0.8,0.9,0.857,0.1,0.8,0.9,0.5,0.4,0,0.4,0.5,3.5,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"210","Clarence Nadolny",33,3,14.6,1,2.4,0.423,0.9,1.5,0.588,0.1,0.8,0.111,1.4,2,0.712,0.2,1.1,1.2,0.9,1,0.2,1.1,1.5,3.5,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"211","Mylik Wilson",32,5,15.2,1,2.2,0.437,0.9,1.8,0.492,0.1,0.4,0.167,0.5,0.8,0.63,0.3,1.4,1.7,1.7,1.2,0.5,0.8,0.8,2.5,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"212","Daniel Batcho",33,0,9.9,0.7,1.2,0.632,0.7,1.1,0.667,0,0.1,0,0.7,1.2,0.6,0.8,1.8,2.7,0.4,0.2,0.5,0.4,1.1,2.2,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"213","KJ Allen",19,0,7.7,0.8,1.6,0.533,0.8,1.4,0.593,0,0.2,0,0.3,0.7,0.357,0.7,1.2,1.8,0.4,0.4,0.1,0.4,0.4,1.9,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"214","Chibuzo Agbo",23,0,6.7,0.7,1.6,0.417,0.5,0.7,0.688,0.2,0.9,0.2,0,0.2,0.2,0.4,0.6,1,0,0.2,0,0.2,0.5,1.5,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"215","Austin Timperman",5,0,1.8,0,0.4,0,0,0,NA,0,0.4,0,0,0,NA,0,0,0,0,0,0,0,0.2,0,"https://www.sports-reference.com/cbb/schools/texas-tech/2022.html"
"216","Timmy Allen",34,34,29,4.4,8.9,0.493,4.3,8.5,0.505,0.1,0.4,0.267,3.1,4.3,0.731,2.6,3.8,6.4,2.1,1.2,0.4,1.9,2.5,12.1,"https://www.sports-reference.com/cbb/schools/texas/2022.html"
"217","Marcus Carr",34,32,30.9,3.8,9.6,0.394,2.4,5.5,0.435,1.4,4.1,0.338,2.4,3.2,0.769,0.3,1.7,1.9,3.4,0.9,0.1,1.9,2.3,11.4,"https://www.sports-reference.com/cbb/schools/texas/2022.html"
"218","Andrew Jones",33,20,26.3,3.9,9.5,0.413,2.2,4.2,0.533,1.7,5.3,0.32,1.7,2.1,0.814,0.2,2.6,2.8,1.6,1.2,0.2,1.2,1.5,11.2,"https://www.sports-reference.com/cbb/schools/texas/2022.html"
"219","Courtney Ramey",34,32,30.1,3.2,8.1,0.397,1.8,4,0.445,1.4,4.1,0.35,1.5,2,0.765,0.5,3.1,3.5,1.6,1,0.2,1.2,2.1,9.4,"https://www.sports-reference.com/cbb/schools/texas/2022.html"
"220","Tre Mitchell",24,17,18.6,3.2,6.7,0.478,2.6,4.8,0.539,0.6,1.9,0.326,1.7,2.1,0.8,1.3,2.7,4,1.3,0.7,0.7,1.5,1.7,8.7,"https://www.sports-reference.com/cbb/schools/texas/2022.html"
